,Plate,Row,Column,Rep,Acetate,Butyrate,Succinate,Lactate,Treatment,OD,Total,PC Reads,PC Fraction,PC,PJ Reads,PJ Fraction,PJ,BV Reads,BV Fraction,BV,BF Reads,BF Fraction,BF,BO Reads,BO Fraction,BO,BT Reads,BT Fraction,BT,BC Reads,BC Fraction,BC,BY Reads,BY Fraction,BY,BU Reads,BU Fraction,BU,DP Reads,DP Fraction,DP,BL Reads,BL Fraction,BL,BA Reads,BA Fraction,BA,BP Reads,BP Fraction,BP,CA Reads,CA Fraction,CA,EL Reads,EL Fraction,EL,FP Reads,FP Fraction,FP,CH Reads,CH Fraction,CH,AC Reads,AC Fraction,AC,BH Reads,BH Fraction,BH,CG Reads,CG Fraction,CG,ER Reads,ER Fraction,ER,RI Reads,RI Fraction,RI,CC Reads,CC Fraction,CC,DL Reads,DL Fraction,DL,DF Reads,DF Fraction,DF
44,1,E,6,1,44.85476496,1.56857978,15.6766178,42.78432741,PJ-BF-BY-BU-DP-BL-FP-CH-BH-DL-DF,1.736,12625,0,0,0,1039,0.08281524,1,0,0,0,3710,0.295711781,1,0,0,0,0,0,0,4,0.000318827,0,2399,0.191216324,1,756,0.06025825,1,172,0.013709549,1,398,0.031723258,1,2,0.000159413,0,0,0,0,0,0,0,0,0,0,111,0.008847441,1,1802,0.143631436,1,1,7.97E-05,0,31,0.002470907,1,0,0,0,0,0,0,0,0,0,0,0,0,974,0.077634306,1,1147,0.091423561,1
45,1,F,6,1,50.39936738,1.51610582,8.01466892,45.17477475,PJ-BO-BU-DP-BL-BA-CA-FP-CH-BH-CG-DF,1.952,10888,0,0,0,1142,0.105321406,1,0,0,0,0,0,0,2950,0.272064927,1,1,9.22E-05,0,1,9.22E-05,0,0,0,0,671,0.061883243,1,92,0.008484737,1,252,0.023240801,1,3319,0.306096099,1,0,0,0,156,0.014387162,1,0,0,0,46,0.004242368,1,695,0.064096652,1,4,0.000368902,0,18,0.001660057,1,1128,0.10403025,1,0,0,0,0,0,0,2,0.000184451,0,0,0,0,366,0.033754496,1
46,1,G,6,1,51.44542414,1.80077438,8.84543028,45.896103,PJ-BV-BF-BU-DP-BL-BA-EL-RI-DL-DF,1.872,13842,2,0.000144865,0,1024,0.07417065,1,476,0.034477763,1,2634,0.190786615,1,2,0.000144865,0,0,0,0,2,0.000144865,0,2,0.000144865,0,474,0.034332899,1,119,0.008619441,1,344,0.024916703,1,7293,0.528248588,1,2,0.000144865,0,0,0,0,79,0.00572215,1,1,7.24E-05,0,1,7.24E-05,0,2,0.000144865,0,0,0,0,0,0,0,1,7.24E-05,0,7,0.000507026,1,0,0,0,497,0.035998841,1,844,0.061132841,1
47,1,H,6,1,64.69355218,3.0582605,7.63576136,50.00884179,BF-BU-BL-BA-EL-FP-CH-BH-CG-RI-DL,2.041,13802,2,0.000145222,0,1,7.26E-05,0,1,7.26E-05,0,3400,0.246877723,1,2,0.000145222,0,0,0,0,3,0.000217833,0,0,0,0,636,0.046180656,1,0,0,0,306,0.022218995,1,5292,0.384257915,1,0,0,0,0,0,0,64,0.00464711,1,44,0.003194888,1,570,0.041388324,1,1,7.26E-05,0,13,0.000943944,1,1034,0.075079872,1,0,0,0,7,0.000508278,1,0,0,0,2396,0.173976184,1,0,0,0
48,1,A,7,1,70.12304814,2.95847444,11.32918592,49.16445816,BV-BU-DP-BA-CA-EL-FP-CH-CG-RI-DL-DF,2.215,15207,1,6.59E-05,0,0,0,0,663,0.043661508,1,1,6.59E-05,0,0,0,0,2,0.000131709,0,1,6.59E-05,0,0,0,0,496,0.032663813,1,59,0.003885413,1,0,0,0,4634,0.305169575,1,0,0,0,725,0.047744485,1,25,0.001646362,1,28,0.001843925,1,610,0.040171222,1,1,6.59E-05,0,0,0,0,990,0.065195917,1,0,0,0,3,0.000197563,1,1,6.59E-05,0,6016,0.396180441,1,929,0.061178795,1
49,1,B,7,1,56.47720068,1.74936368,16.18886152,41.50720017,PC-BF-DP-BL-BA-CA-EL-FP-BH-CG-RI-DF,2.238,14134,4883,0.346312057,1,0,0,0,0,0,0,5800,0.411347518,1,0,0,0,0,0,0,2,0.000141844,0,0,0,0,1,7.09E-05,0,50,0.003546099,1,284,0.020141844,1,165,0.011702128,1,1,7.09E-05,0,103,0.007304965,1,18,0.001276596,1,15,0.00106383,1,0,0,0,2,0.000141844,0,8,0.000567376,1,1611,0.114255319,1,0,0,0,6,0.000425532,1,0,0,0,1,7.09E-05,0,1150,0.081560284,1
50,1,C,7,1,39.14630668,4.60664624,40.68217356,27.2694321,BV-BF-BO-BY-CA-EL-FP-CH-BH-RI-DF,1.773,14262,3,0.000212059,0,0,0,0,344,0.024316109,1,2302,0.162720011,1,2110,0.149148229,1,6,0.000424118,0,3,0.000212059,0,1508,0.106595038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0.030183078,1,41,0.002898141,1,138,0.009754718,1,3960,0.279918004,1,1,7.07E-05,0,13,0.000918923,1,0,0,0,0,0,0,15,0.001060295,1,0,0,0,0,0,0,3276,0.23156853,1
51,1,D,7,1,44.95470494,7.19955128,21.34927472,38.80192872,PC-PJ-BV-BF-BC-BU-BA-EL-CH-BH-ER,2.096,14566,1859,0.128074406,1,497,0.034240441,1,310,0.021357217,1,1655,0.114019979,1,1,6.89E-05,0,0,0,0,3132,0.215776783,1,1,6.89E-05,0,421,0.029004478,1,0,0,0,0,0,0,1192,0.082121943,1,0,0,0,0,0,0,63,0.004340338,1,0,0,0,2179,0.150120565,1,1,6.89E-05,0,9,0.000620048,1,0,0,0,3195,0.22011712,1,0,0,0,0,0,0,0,0,0,0,0,0
52,1,E,7,1,63.6572824,3.7049186,39.04490296,32.3796327,PC-BV-BF-BO-BC-DP-BL-EL-CH-BH-CG-RI,1.741,14579,3479,0.240777909,1,0,0,0,249,0.017233027,1,1451,0.100422175,1,2347,0.162433386,1,2,0.000138418,0,3578,0.247629594,1,0,0,0,0,0,0,85,0.00588276,1,151,0.01045055,1,0,0,0,0,0,0,0,0,0,22,0.001522597,1,0,0,0,2025,0.140148107,1,0,0,0,6,0.000415254,1,1037,0.071769673,1,0,0,0,12,0.000830507,1,0,0,0,2,0.000138418,0,3,0.000207627,0
53,1,F,7,1,42.97527896,8.2708481,41.56545896,26.7517674,PJ-BV-BO-BU-CA-EL-FP-CH-BH-CG-ER,2.197,11799,1,8.52E-05,0,427,0.036399284,1,3301,0.281391186,1,4,0.000340977,0,2146,0.182934106,1,0,0,0,0,0,0,0,0,0,550,0.046884324,1,1,8.52E-05,0,0,0,0,1,8.52E-05,0,1,8.52E-05,0,282,0.024038871,1,30,0.002557327,1,30,0.002557327,1,3205,0.27320774,1,2,0.000170488,0,15,0.001278663,1,680,0.057966073,1,1055,0.089932657,1,0,0,0,0,0,0,0,0,0,0,0,0
54,1,G,7,1,46.53534302,4.8553481,37.38792524,29.55697515,BV-BF-BY-BU-DP-BL-CA-EL-CH-BH-ER,2.31,10782,0,0,0,0,0,0,1232,0.114754098,1,3194,0.297503726,1,2,0.000186289,0,1,9.31E-05,0,1,9.31E-05,0,2365,0.220286885,1,303,0.028222802,1,46,0.00428465,1,216,0.020119225,1,0,0,0,0,0,0,388,0.036140089,1,28,0.002608048,1,0,0,0,2342,0.21814456,1,0,0,0,5,0.000465723,1,0,0,0,612,0.057004471,1,0,0,0,0,0,0,1,9.31E-05,0,0,0,0
55,1,H,7,1,56.3068078,2.8763777,18.1189998,43.1143458,PC-PJ-BF-BO-BU-DP-BA-EL-CH-BH-CG,2.125,14144,3650,0.2603238,1,851,0.060694672,1,2,0.000142643,0,2079,0.148277584,1,2249,0.160402254,1,7,0.000499251,0,0,0,0,0,0,0,494,0.035232865,1,100,0.007132159,1,0,0,0,1596,0.113829256,1,0,0,0,1,7.13E-05,0,35,0.002496256,1,1,7.13E-05,0,1487,0.106055203,1,4,0.000285286,0,15,0.001069824,1,1449,0.103344983,1,0,0,0,0,0,0,0,0,0,1,7.13E-05,0,0,0,0
56,1,A,8,1,39.13472406,3.96205526,37.60059084,34.42262328,BV-BF-BO-BY-BU-DP-CA-EL-CH-RI-DF,2.21,13624,0,0,0,0,0,0,350,0.026401147,1,3622,0.273214151,1,1404,0.105906314,1,7,0.000528023,0,3,0.000226296,0,1834,0.138342008,1,412,0.031077921,1,83,0.006260843,1,0,0,0,1,7.54E-05,0,1,7.54E-05,0,450,0.033944331,1,24,0.001810364,1,0,0,0,3014,0.227351588,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000905182,1,0,0,0,0,0,0,2040,0.153880969,1
57,1,B,8,1,51.01718626,3.06329168,16.51076064,41.96683476,PC-BV-BF-BU-DP-BL-BA-CA-EL-FP-CH,2.295,11178,3152,0.282639885,1,0,0,0,782,0.070121951,1,3430,0.307568149,1,0,0,0,0,0,0,1,8.97E-05,0,1,8.97E-05,0,554,0.049677188,1,70,0.006276901,1,255,0.022865854,1,1659,0.148762554,1,0,0,0,66,0.005918221,1,101,0.009056671,1,26,0.00233142,1,1052,0.094332855,1,1,8.97E-05,0,0,0,0,1,8.97E-05,0,0,0,0,0,0,0,1,8.97E-05,0,0,0,0,0,0,0
58,1,C,8,1,43.50753782,2.64348218,27.22321656,30.35572641,PJ-BV-BF-BC-BY-BU-DP-CA-CH-BH-CG,1.877,12113,0,0,0,265,0.02195708,1,217,0.017979949,1,3146,0.260667827,1,0,0,0,1,8.29E-05,0,2385,0.197613721,1,1289,0.106802552,1,610,0.050542713,1,34,0.002817135,1,1,8.29E-05,0,1,8.29E-05,0,0,0,0,2284,0.189245174,1,0,0,0,0,0,0,1542,0.127765349,1,0,0,0,6,0.000497141,1,285,0.023614218,1,0,0,0,0,0,0,0,0,0,1,8.29E-05,0,2,0.000165714,0
59,1,D,8,1,52.41633114,6.15052946,32.18153684,30.71008689,PJ-BV-BO-BC-BU-DP-BL-EL-CH-CG-RI,1.896,12180,1,8.28E-05,0,846,0.07002152,1,628,0.051978149,1,0,0,0,1736,0.14368482,1,0,0,0,3437,0.284472769,1,0,0,0,703,0.058185731,1,81,0.006704188,1,324,0.026816752,1,1,8.28E-05,0,0,0,0,0,0,0,19,0.001572587,1,0,0,0,3226,0.267008773,1,2,0.000165536,0,0,0,0,1063,0.087982122,1,0,0,0,14,0.001158749,1,0,0,0,0,0,0,1,8.28E-05,0
60,1,E,8,1,61.65992228,1.94423726,9.36071612,61.98086001,BO-BT-DP-BA-BP-CA-EL-BH-CG-CC-DL,1.922,9997,0,0,0,0,0,0,0,0,0,2,0.000201593,0,1898,0.19131136,1,3377,0.340389074,1,1,0.000100796,0,0,0,0,0,0,0,57,0.005745389,1,0,0,0,1033,0.104122568,1,1700,0.171353694,1,65,0.006551759,1,46,0.004636629,1,1,0.000100796,0,0,0,0,1,0.000100796,0,3,0.000302389,1,1129,0.113799012,1,0,0,0,0,0,0,431,0.043443201,1,177,0.017840943,1,0,0,0
61,1,F,8,1,62.40288688,2.02609046,6.2400666,63.93589674,PC-PJ-BO-BL-BA-BP-EL-FP-ER-DL-DF,2.154,9371,166,0.01778635,1,936,0.100289296,1,0,0,0,0,0,0,2772,0.297010608,1,1,0.000107147,0,0,0,0,0,0,0,0,0,0,1,0.000107147,0,200,0.021429337,1,1808,0.193721204,1,2043,0.218900675,1,0,0,0,158,0.016929176,1,13,0.001392907,1,1,0.000107147,0,2,0.000214293,0,0,0,0,1,0.000107147,0,457,0.048966035,1,0,0,0,0,0,0,377,0.0403943,1,397,0.042537233,1
62,1,G,8,1,62.68885368,2.0284724,6.69354852,60.08493924,PJ-BC-BY-DP-BA-BP-CA-EL-ER-CC-DL-DF,2.487,11636,2,0.000172577,0,764,0.065924584,1,0,0,0,2,0.000172577,0,0,0,0,0,0,0,3412,0.29441712,1,1005,0.086720166,1,0,0,0,84,0.007248253,1,0,0,0,2727,0.235309345,1,1757,0.151609285,1,77,0.006644232,1,115,0.009923203,1,0,0,0,1,8.63E-05,0,2,0.000172577,0,0,0,0,0,0,0,325,0.028043835,1,0,0,0,466,0.040210544,1,337,0.029079299,1,513,0.044266114,1
63,1,H,8,1,55.33602694,2.3415698,7.63611688,54.19350957,PC-BF-BO-BU-BA-BP-CA-FP-CG-CC-DL-DF,2.211,12877,186,0.014600832,1,0,0,0,0,0,0,3041,0.238715755,1,1880,0.147578303,1,6,0.000470995,0,1,7.85E-05,0,0,0,0,370,0.029044666,1,0,0,0,0,0,0,1143,0.089724468,1,2773,0.217677997,1,63,0.004945443,1,0,0,0,26,0.002040977,1,2,0.000156998,0,0,0,0,0,0,0,1327,0.104168302,1,0,0,0,1,7.85E-05,0,656,0.051495408,1,420,0.032969621,1,844,0.066253238,1
64,1,A,9,1,48.89824944,4.12512608,17.43513688,47.02174464,PJ-BO-BT-BL-BP-CA-FP-BH-CC-DL-DF,2.097,13369,2,0.000151469,0,737,0.055816419,1,1,7.57E-05,0,1,7.57E-05,0,2450,0.185549833,1,4602,0.348530748,1,0,0,0,0,0,0,1,7.57E-05,0,0,0,0,213,0.016131475,1,1,7.57E-05,0,2903,0.219857619,1,59,0.004468343,1,0,0,0,16,0.001211754,1,2,0.000151469,0,1,7.57E-05,0,13,0.00098455,1,0,0,0,0,0,0,0,0,0,942,0.071342018,1,431,0.032641624,1,829,0.062784005,1
65,1,B,9,1,58.94645054,2.79392456,6.21179064,53.06270919,BC-BU-DP-BA-BP-CA-FP-CG-RI-CC-DF,2.176,13285,1,7.55E-05,0,0,0,0,0,0,0,1,7.55E-05,0,0,0,0,2,0.000151092,0,6443,0.486741709,1,0,0,0,190,0.014353706,1,40,0.003021833,1,0,0,0,976,0.073732719,1,1222,0.09231699,1,17,0.001284279,1,0,0,0,19,0.001435371,1,0,0,0,1,7.55E-05,0,0,0,0,2294,0.173302108,1,0,0,0,1,7.55E-05,1,1122,0.084762408,1,2,0.000151092,0,906,0.068444512,1
66,1,C,9,1,60.63021178,1.81793504,6.14914236,62.39856174,PJ-BF-DP-BL-BA-BP-CA-EL-BH-ER-DF,2.175,10773,0,0,0,934,0.08707001,1,0,0,0,3838,0.357788757,1,2,0.000186445,0,1,9.32E-05,0,2,0.000186445,0,0,0,0,1,9.32E-05,0,57,0.005313694,1,97,0.009042603,1,3160,0.294583761,1,2025,0.188775986,1,43,0.004008576,1,88,0.008203598,1,0,0,0,0,0,0,1,9.32E-05,0,10,0.000932227,1,1,9.32E-05,0,196,0.018271651,1,0,0,0,0,0,0,1,9.32E-05,0,270,0.025170131,1
67,1,D,9,1,66.40496776,1.64490878,6.71998224,64.65264537,BO-BU-BL-BA-BP-CA-EL-CH-RI-DL-DF,2,11885,0,0,0,1,8.93E-05,0,0,0,0,0,0,0,3202,0.285994998,1,0,0,0,3,0.000267953,0,0,0,0,778,0.069489103,1,0,0,0,264,0.02357985,1,2227,0.198910325,1,2664,0.237942122,1,61,0.005448374,1,243,0.02170418,1,0,0,0,722,0.064487317,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.000625223,1,0,0,0,307,0.027420507,1,717,0.064040729,1
68,1,E,9,1,54.13270328,1.49857094,14.32068472,53.84524509,BC-BU-DP-BL-BP-CA-EL-FP-BH-DL-DF,1.973,12897,0,0,0,1,7.78E-05,0,0,0,0,1,7.78E-05,0,1,7.78E-05,0,1,7.78E-05,0,8496,0.660653188,1,0,0,0,338,0.026283048,1,122,0.009486781,1,242,0.01881804,1,0,0,0,2460,0.191290824,1,110,0.008553655,1,95,0.007387247,1,9,0.000699844,1,1,7.78E-05,0,2,0.000155521,0,11,0.000855365,1,0,0,0,0,0,0,0,0,0,2,0.000155521,0,356,0.027682737,1,612,0.047589425,1
69,1,F,9,1,62.01833054,1.30586546,6.83751392,57.99305874,PJ-BC-BU-BL-BA-BP-CA-BH-CG-RI-DL,1.759,10272,0,0,0,652,0.06370298,1,0,0,0,2,0.000195408,0,1,9.77E-05,0,0,0,0,3762,0.367562286,1,1,9.77E-05,0,505,0.049340498,1,0,0,0,186,0.018172936,1,1783,0.174206155,1,1492,0.145774304,1,78,0.007620909,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0.001856375,1,1266,0.12369321,1,1,9.77E-05,0,3,0.000293112,1,0,0,0,484,0.047288715,1,0,0,0
70,1,G,9,1,57.6763172,1.41782852,12.24242388,54.97418619,PC-BO-BT-BC-BA-BP-CA-CH-BH-CG-CC,2.067,9191,346,0.037801814,1,0,0,0,0,0,0,0,0,0,1142,0.124767836,1,1694,0.185075931,1,2175,0.237627008,1,1,0.000109254,0,0,0,0,0,0,0,0,0,0,884,0.096580356,1,1297,0.141702174,1,57,0.006227466,1,0,0,0,0,0,0,552,0.060308096,1,3,0.000327761,0,11,0.001201792,1,685,0.074838851,1,0,0,0,0,0,0,305,0.033322408,1,0,0,0,1,0.000109254,0
71,1,H,9,1,54.35168232,2.35776818,18.26138556,56.80947081,BF-BO-BT-BC-DP-BL-BP-CA-EL-ER-DF,2.028,11835,0,0,0,0,0,0,0,0,0,2044,0.174001873,1,1052,0.08955478,1,2422,0.206180301,1,1893,0.161147527,1,0,0,0,0,0,0,73,0.006214353,1,258,0.021963054,1,0,0,0,2495,0.212394654,1,215,0.018302545,1,71,0.006044096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0.039584575,1,0,0,0,0,0,0,0,0,0,759,0.064612241,1
72,1,A,10,1,61.01907914,2.79932996,11.37524192,58.72566078,PC-PJ-BF-BO-BC-DP-BA-BP-EL-CH-DL,1.82,12474,565,0.045815764,1,632,0.051248784,1,0,0,0,2405,0.195021083,1,1387,0.112471619,1,2,0.00016218,0,2829,0.229403179,1,1,8.11E-05,0,0,0,0,42,0.003405774,1,0,0,0,796,0.064547519,1,2072,0.168018164,1,0,0,0,110,0.008919883,1,0,0,0,1203,0.097551087,1,2,0.00016218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0.023110607,1,1,8.11E-05,0
73,1,B,10,1,53.42409328,2.43826112,9.48795996,57.61770135,PC-BO-BT-BU-BA-BP-CA-EL-BH-ER-DF,1.744,13536,341,0.025404157,1,1,7.45E-05,0,0,0,0,4,0.000297996,0,2749,0.204797735,1,4400,0.327795575,1,1,7.45E-05,0,1,7.45E-05,0,371,0.027639127,1,0,0,0,1,7.45E-05,0,1630,0.121433361,1,2478,0.184608508,1,53,0.003948447,1,142,0.010578857,1,0,0,0,0,0,0,1,7.45E-05,0,13,0.000968487,1,0,0,0,453,0.033748044,1,0,0,0,0,0,0,2,0.000148998,0,782,0.058258214,1
74,1,C,10,1,50.15044864,0,16.14406196,44.28649611,PC-BF-BO-BT-BC-BU-BP-CH-CG-DL-DF,1.719,12086,350,0.029120559,1,2,0.000166403,0,0,0,0,1472,0.122472751,1,1136,0.094517015,1,2120,0.176387387,1,2290,0.190531658,1,0,0,0,338,0.02812214,1,0,0,0,0,0,0,1,8.32E-05,0,1495,0.124386388,1,1,8.32E-05,0,1,8.32E-05,0,0,0,0,728,0.060570763,1,0,0,0,0,0,0,818,0.068058907,1,2,0.000166403,0,0,0,0,0,0,0,762,0.063399617,1,503,0.041850404,1
75,1,D,10,1,61.1255784,0,10.16585176,59.24688783,BO-BC-BU-DP-BA-BP-EL-FP-CH-BH-DF,1.782,12891,2,0.00015674,0,1,7.84E-05,0,0,0,0,4,0.00031348,0,2196,0.172100313,1,4,0.00031348,0,4962,0.388871473,1,0,0,0,549,0.043025078,1,53,0.004153605,1,0,0,0,1869,0.146473354,1,1828,0.143260188,1,0,0,0,74,0.005799373,1,15,0.001175549,1,820,0.064263323,1,2,0.00015674,0,8,0.000626959,1,2,0.00015674,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0.029075235,1
76,1,E,10,1,58.4943722,0.90689942,9.16067148,54.86362761,PJ-BF-BT-BC-BU-BL-BA-BP-CA-CH-RI,1.74,12058,0,0,0,473,0.039436385,1,0,0,0,1723,0.143655161,1,0,0,0,2047,0.170668668,1,2488,0.207437052,1,0,0,0,486,0.04052026,1,1,8.34E-05,0,286,0.023845256,1,1277,0.106469902,1,1900,0.15841254,1,63,0.005252626,1,0,0,0,0,0,0,1243,0.103635151,1,2,0.00016675,0,0,0,0,0,0,0,0,0,0,5,0.000416875,1,0,0,0,0,0,0,0,0,0
77,1,F,10,1,54.11607506,0.9708554,15.69541996,49.63194516,PJ-BF-BT-BC-BU-DP-BP-CA-FP-BH-CG-DF,2.139,12191,1,8.24E-05,0,569,0.046873713,1,0,0,0,1849,0.152318972,1,1,8.24E-05,0,2612,0.215174232,1,2855,0.235192355,1,0,0,0,292,0.0240547,1,65,0.005354642,1,0,0,0,3,0.000247137,0,2197,0.180986902,1,87,0.007166982,1,0,0,0,15,0.001235687,1,1,8.24E-05,0,4,0.000329516,0,10,0.000823791,1,985,0.081143422,1,3,0.000247137,0,0,0,0,0,0,0,0,0,0,590,0.048603674,1
78,1,G,10,1,55.7927502,1.70951222,16.51950724,55.76557653,BF-BO-BC-BU-DP-BL-BP-CA-EL-RI-DF,2.388,12666,0,0,0,0,0,0,0,0,0,2977,0.236814891,1,1812,0.144141278,1,7,0.000556837,0,2902,0.230848779,1,1,7.95E-05,0,359,0.028557792,1,104,0.008273009,1,260,0.020682523,1,2,0.000159096,0,3157,0.251133561,1,133,0.010579906,1,99,0.007875268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.000397741,1,0,0,0,0,0,0,753,0.059899769,1
79,1,H,10,1,61.79886178,1.85466206,8.17156636,60.62569635,PC-PJ-BC-BU-DP-BA-BP-CA-EL-CH-ER-RI-DF,2.493,14755,627,0.042822019,1,772,0.052725038,1,0,0,0,1,6.83E-05,0,0,0,0,0,0,0,4663,0.318467422,1,0,0,0,574,0.039202295,1,53,0.003619724,1,0,0,0,2843,0.194167463,1,2814,0.19218686,1,118,0.008059008,1,173,0.011815326,1,0,0,0,1117,0.076287392,1,2,0.000136593,0,0,0,0,0,0,0,466,0.031826253,1,3,0.00020489,1,0,0,0,0,0,0,416,0.028411419,1
80,1,A,11,1,41.92114182,28.96457258,11.33244216,21.99106191,BO-BC-BY-BU-BA-BP-CH-AC-CG-CC-DL,1.506,14146,1,7.11E-05,0,0,0,0,1,7.11E-05,0,0,0,0,1311,0.093229982,1,0,0,0,2516,0.178921917,1,622,0.044232684,1,305,0.02168966,1,1,7.11E-05,0,0,0,0,481,0.034205661,1,1122,0.079789504,1,0,0,0,0,0,0,0,0,0,416,0.029583274,1,4979,0.354074812,1,0,0,0,674,0.047930593,1,0,0,0,0,0,0,771,0.054828616,1,862,0.061299957,1,0,0,0
81,1,B,11,1,53.07961978,2.5018607,10.0645932,52.88874459,PC-BV-BF-BO-BT-BY-DP-BL-BA-BP-EL-FP-CG-ER-RI-CC-DL-DF,2.361,13918,219,0.015844306,1,0,0,0,174,0.012588627,1,2563,0.185429026,1,1579,0.114238171,1,2744,0.198524092,1,3,0.000217045,0,954,0.069020402,1,0,0,0,63,0.004557951,1,104,0.007524237,1,444,0.032122703,1,1800,0.130227174,1,0,0,0,61,0.004413254,1,11,0.000795833,1,1,7.23E-05,0,2,0.000144697,0,0,0,0,1432,0.103602952,1,355,0.025683693,1,11,0.000795833,1,624,0.04514542,1,158,0.011431052,1,520,0.037621184,1
82,1,C,11,1,26.93162882,45.17783228,14.91756644,1.67446551,BF-BC-BY-BA-CA-EL-FP-CH-AC-BH-ER-CC-DL-DF,1.726,13985,0,0,0,0,0,0,0,0,0,831,0.059565623,1,0,0,0,0,0,0,1675,0.120063078,1,516,0.036986596,1,0,0,0,0,0,0,0,0,0,1225,0.087807326,1,0,0,0,676,0.048455308,1,5,0.000358397,1,8,0.000573436,1,129,0.009246649,1,1898,0.136047595,1,16,0.001146871,1,1,7.17E-05,0,778,0.055766612,1,0,0,0,1354,0.097053975,1,3607,0.258547774,1,1232,0.088309082,1
83,1,D,11,1,36.28522146,30.73201958,24.12505368,11.48002248,PC-PJ-BO-BC-BY-BU-DP-BL-CA-EL-CH-AC-BH-CG-DL-DF,1.752,13552,1634,0.122977346,1,313,0.02355686,1,0,0,0,0,0,0,1096,0.082486641,1,1,7.53E-05,0,1967,0.148039437,1,395,0.029728306,1,234,0.017611199,1,46,0.003462031,1,44,0.003311507,1,0,0,0,1,7.53E-05,0,425,0.031986152,1,2,0.000150523,1,0,0,0,584,0.043952736,1,4116,0.309776473,1,1,7.53E-05,1,385,0.028975691,1,0,0,0,0,0,0,1,7.53E-05,0,1157,0.087077595,1,885,0.066606457,1
84,1,E,11,1,46.6813983,1.94755178,15.12866048,40.2025533,PC-PJ-BV-BO-BC-BU-BL-BA-CA-FP-CH-BH-CG-CC,2.016,13488,1160,0.088834431,1,661,0.050620309,1,404,0.030938888,1,2,0.000153163,0,1711,0.131030786,1,2,0.000153163,0,4217,0.322943789,1,1,7.66E-05,0,478,0.036605912,1,0,0,0,225,0.017230816,1,1229,0.094118548,1,2,0.000153163,0,107,0.00819421,1,0,0,0,36,0.002756931,1,918,0.070301731,1,1,7.66E-05,0,15,0.001148721,1,1150,0.088068617,1,0,0,0,0,0,0,735,0.056287333,1,1,7.66E-05,0,3,0.000229744,0
85,1,F,11,1,38.00479904,25.57762022,12.51116468,26.84547054,BV-BO-BT-BY-BL-BA-BP-EL-FP-AC-BH-DL-DF,2.31,11759,0,0,0,1,8.54E-05,0,230,0.01965308,1,0,0,0,1032,0.088182517,1,1786,0.152610442,1,0,0,0,498,0.042553191,1,0,0,0,0,0,0,84,0.007177647,1,985,0.084166453,1,1590,0.135862599,1,0,0,0,34,0.002905238,1,9,0.000769034,1,0,0,0,4409,0.376741007,1,6,0.000512689,1,2,0.000170896,0,0,0,0,0,0,0,2,0.000170896,0,355,0.030334102,1,680,0.058104759,1
86,1,G,11,1,45.94027386,14.94825752,10.54133744,40.33759494,PC-PJ-BV-BF-BC-DP-BA-BP-AC-BH-CG-ER,1.719,13821,624,0.045348837,1,495,0.035973837,1,151,0.010973837,1,1373,0.099781977,1,1,7.27E-05,0,2,0.000145349,0,2236,0.1625,1,0,0,0,1,7.27E-05,0,66,0.004796512,1,0,0,0,1288,0.093604651,1,1788,0.12994186,1,0,0,0,0,0,0,0,0,0,0,0,0,4625,0.336119186,1,5,0.000363372,1,715,0.051962209,1,389,0.028270349,1,0,0,0,1,7.27E-05,0,0,0,0,0,0,0
87,1,H,11,1,55.81403818,2.73455426,19.81857124,46.95470007,PC-BV-BO-DP-BP-CA-EL-FP-CH-ER-CC-DL-DF,-0.005,15196,619,0.040955406,1,1,6.62E-05,0,645,0.042675665,1,1,6.62E-05,0,4507,0.298200344,1,1,6.62E-05,0,1,6.62E-05,0,0,0,0,0,0,0,228,0.015085351,1,0,0,0,0,0,0,4663,0.3085219,1,205,0.013563583,1,119,0.007873495,1,8,0.000529311,1,1159,0.076683869,1,0,0,0,0,0,0,1,6.62E-05,0,235,0.015548498,1,1,6.62E-05,0,1438,0.095143575,1,557,0.036853249,1,725,0.047968771,1
88,1,A,12,1,42.47994944,0.7630445,23.92304964,36.20894178,PC-PJ-BC-BY-DP-BL-CA-FP-CH-BH-ER-RI,1.75,12266,1609,0.131712508,1,719,0.058857236,1,0,0,0,2,0.00016372,0,0,0,0,0,0,0,5841,0.478143418,1,1210,0.099050426,1,0,0,0,72,0.00589391,1,210,0.01719057,1,0,0,0,1,8.19E-05,0,399,0.032662083,1,0,0,0,34,0.002783235,1,1859,0.152177472,1,5,0.000409299,0,16,0.001309758,1,0,0,0,232,0.018991487,1,5,0.000409299,1,0,0,0,1,8.19E-05,0,0,0,0
